,clasification,var,range,ssm,mean_welch
0,0,0.00636334577575326,0.5312145948410034,-0.0025391608385299624,1.1259471932589804e-07
1,0,0.005406748037785292,0.5948449969291687,-0.0007319760273255259,8.874664558788936e-08
2,0,0.004918360151350498,0.5735213756561279,0.001518351894396065,9.257317401534237e-08
3,0,0.004137247335165739,0.5456002950668335,-0.0006935020390533548,7.285689918035132e-08
4,0,0.0033217077143490314,0.4446539282798767,-7.474479742441203e-05,4.930800656666179e-08
5,0,0.0031008373480290174,0.4897564649581909,0.0007438203251182693,4.514268781008468e-08
6,0,0.003365421434864402,0.4887039065361023,-0.00037894476028529244,5.0969482856544346e-08
7,0,0.0026771100237965584,0.4976874589920044,2.607916142392769e-05,5.2771849112787095e-08
8,0,0.0023591364733874798,0.41202741861343384,0.0007300041591833283,3.903778633684851e-08
9,0,0.00346664828248322,0.4612649977207184,-0.0001130511789786139,4.8777643257835734e-08
10,0,0.0026206667535007,0.4071531295776367,-0.00016932507689221323,4.248717644372846e-08
11,0,0.0038598389364778996,0.45258045196533203,-0.0011444446651574717,4.645318441021118e-08
12,0,0.0018998434534296393,0.2544557750225067,0.0006416548158212032,5.732364360966358e-09
13,0,0.001753048738464713,0.2589477300643921,0.0015896834019246539,5.445077277954624e-09
14,0,0.0011115958914160728,0.23725861310958862,-0.0011837677471315457,4.57952431531794e-09
15,0,0.001753387157805264,0.2685105502605438,-0.0003991255760734264,5.732611274567034e-09
16,0,0.0011212029494345188,0.19109942018985748,0.00027440885467063095,5.972068617410287e-09
17,0,0.0007451216224581003,0.18005506694316864,0.0004466136805043012,4.2974881431234735e-09
18,0,0.0009092444088310003,0.20245543122291565,-0.0011019734013981747,4.6157961897108635e-09
19,0,0.0011745244264602661,0.2149049937725067,0.0005015388843178611,5.3943103317521945e-09
20,0,0.001150947529822588,0.1733933687210083,-0.00043968996496672057,5.107223977063313e-09
21,0,0.0018444429151713848,0.2828842103481293,-3.9117288827813464e-05,6.844327327115707e-09
22,0,0.001855942769907415,0.19534295797348022,0.0009901266065528611,7.453280659319717e-09
23,0,0.0009981052717193961,0.2047404944896698,0.0011205627117110608,2.2426316359513976e-09
24,0,0.00045003456762060523,0.11557680368423462,-0.0001933338783293212,2.120591702237107e-09
25,0,0.0003094367275480181,0.10485959053039551,0.0004396660652576668,1.6267258651225802e-09
26,0,0.0004680219863075763,0.14401286840438843,-0.0011591347322192638,2.9789692934656387e-09
27,0,0.0006009037024341524,0.1457720547914505,0.0017249912213820385,2.2070874017288133e-09
28,0,0.0007774747791700065,0.1846308708190918,-0.0015830983788090623,2.610812677161789e-09
29,0,0.0006769403116777539,0.14392173290252686,-2.540234821397067e-05,2.40183828381646e-09
30,0,0.0007270700298249722,0.19931381940841675,0.0007824934764464273,2.583288916113702e-09
31,0,0.00038105924613773823,0.1333252489566803,-0.0009832126193429472,1.8028448733886648e-09
32,0,0.0004458047333173454,0.11247198283672333,0.0003210868743847766,1.9175505627799794e-09
33,0,0.00038435516762547195,0.11092926561832428,0.001040730740694197,1.9150836472192623e-09
34,0,0.000489542493596673,0.12854835391044617,-0.0006336940706619956,2.2056143578197407e-09
35,0,0.001314211287535727,0.16699105501174927,-0.0015767175274008418,5.172479333737101e-09
36,2,0.0735214427113533,1.8941500186920166,-0.0015916452533560191,1.0592631838335365e-07
37,0,0.07520417124032974,1.7747743129730225,-0.0008169010072743667,1.0435961428356677e-07
38,2,0.0781007930636406,1.8228601217269897,0.0008369352291151853,1.0705889508244582e-07
39,2,0.0931512787938118,1.7421503067016602,-0.0004316575478553134,1.2675678817686276e-07
40,2,0.08620919287204742,1.977591872215271,0.0024442423068944496,1.171144887734954e-07
41,0,0.0617048516869545,1.8639812469482422,-0.0022907531490480595,8.453918098894064e-08
42,0,0.009735435247421265,1.0866775512695312,0.012789394511501304,2.5868445163723663e-07
43,0,0.012441236525774002,1.383073091506958,0.012538263850561357,2.122043127883444e-07
44,0,0.010434090159833431,1.208748698234558,0.007136487937565652,1.8974456850173738e-07
45,0,0.014431381598114967,1.4728904962539673,0.005633081532361121,2.6289163201909105e-07
46,0,0.002013045595958829,0.6093693375587463,0.005272388123925461,8.4704225855603e-08
47,0,0.0038019423373043537,0.7385084629058838,-0.0025290892417623293,1.1682287492931209e-07
48,2,0.0021919880528002977,0.42136284708976746,0.005392985665322677,8.651044680618725e-08
49,2,0.0025624348782002926,0.6242561340332031,0.0011308954946010643,1.1802156762996674e-07
50,2,0.0047719222493469715,0.976228654384613,-0.004682021304887417,2.0106128317820549e-07
51,2,0.005298539996147156,1.1442537307739258,0.0018652986906624836,1.9962986641530733e-07
52,2,0.0066780103370547295,1.0458918809890747,-0.0006687544453195985,2.3672457416523685e-07
53,2,0.0031238861847668886,0.7740116715431213,-0.0019398438441158813,1.3685092881132732e-07
54,2,0.0053876303136348724,1.166990041732788,0.0024058658847445264,2.1203561573202023e-07
55,2,0.005720716901123524,1.077699899673462,0.002092874506609074,1.8733483386768057e-07
56,2,0.004631824791431427,1.1168324947357178,-0.003258037970390617,1.4762893840725155e-07
57,2,0.007405859883874655,1.4545013904571533,-0.009863407319419325,1.892546492854308e-07
58,0,0.001533426926471293,0.3076530694961548,-9.605309580456109e-05,7.38713268333413e-08
59,0,0.0012461511651054025,0.2945319414138794,0.0013599426256734092,7.710409022365639e-08
60,0,0.0009069927618838847,0.29515448212623596,0.002462692430043849,3.504511880692007e-08
61,0,0.0008455633069388568,0.25693279504776,0.0032156017504654188,4.155241839498558e-08
62,0,0.0010782093740999699,0.35444575548171997,-0.00499185057921201,2.063665149876215e-08
63,0,0.0007464403170160949,0.2951265573501587,0.005155788558148028,1.189779474941588e-08
64,0,0.001075075357221067,0.28977906703948975,-0.0011198722326080596,1.0940327754838108e-08
65,0,0.005173076409846544,1.4926155805587769,-0.0008755431740707448,1.3402147658325703e-07
66,1,0.0012917780550196767,0.32758039236068726,-0.027475964591921302,1.7790599216027658e-08
67,0,0.0003257539065089077,0.18085137009620667,-0.0018274340711586263,7.013634562014204e-09
68,0,0.0005550252390094101,0.15237897634506226,-0.019339461907740562,8.095003778407772e-09
69,0,0.014149467460811138,1.1106815338134766,-0.009012179363539737,1.218277247971855e-07
70,0,0.01612715795636177,1.2706702947616577,0.0005800926454316285,1.2953965722317662e-07
71,0,0.011432516388595104,0.9163495302200317,0.0007144249061977093,1.0855178800284193e-07
72,0,0.018836628645658493,1.8732545375823975,0.006307974256472318,1.3347924721074378e-07
73,0,0.002257026731967926,0.44078004360198975,-0.017498024947900696,1.4165761008655409e-08
74,0,0.01801452226936817,1.3810317516326904,-0.025850069054564332,5.910469553782605e-07
75,0,0.015139294788241386,1.614669919013977,-0.011548638689536846,3.328424895698845e-07
76,0,0.014109017327427864,1.7992439270019531,-0.0018441308865767376,2.883093088712485e-07
77,0,0.017705369740724564,2.0183959007263184,0.00873990900875918,5.507125706571969e-07
78,0,0.005148693919181824,1.120830774307251,-0.0092588234091496,2.1264453664571192e-07
79,0,0.002546006115153432,0.3164170980453491,-0.008320243182394622,1.187252962608909e-07
80,0,0.0029096314683556557,0.5080904960632324,0.00026864006285083007,1.861666447666721e-07
81,0,0.0026214371901005507,0.45687463879585266,-0.0008823717405709329,9.53024397176705e-08
82,0,0.002021708292886615,0.4157993495464325,0.0039075450808705925,9.035662174028403e-08
83,0,0.00281551294028759,0.4306987524032593,0.008805539359290217,1.5543847098342667e-07
84,0,0.002299059648066759,0.5083398818969727,-0.0033153946815440453,1.0909153047578002e-07
85,0,0.002052490133792162,0.3161846101284027,-0.004944857004756688,6.749293390839739e-08
86,0,0.00206251279450953,0.290464848279953,-0.0043490345659635546,4.962071997738349e-08
87,0,0.007089368533343077,1.239497423171997,-0.002320141067702077,1.075663789151804e-07
88,0,0.01281106285750866,1.2651184797286987,5.905448086008669e-05,2.9963791803311324e-07
89,0,0.00554367620497942,1.1133649349212646,-0.002792960627175238,1.7098791715852713e-07
90,0,0.009382818825542927,1.4533517360687256,0.007743307016637459,1.975260630615594e-07
91,0,0.010536545887589455,1.652239441871643,0.0062834704658030335,2.0731260974571342e-07
92,0,0.004705597646534443,0.6549550294876099,-0.0058839242938058724,3.4250481917297293e-07
93,0,0.002289657946676016,0.49094903469085693,-0.0028215714604990427,1.3178828339732718e-07
94,0,0.004682010505348444,0.5015108585357666,-0.005279104956375041,3.0997628641671326e-07
95,0,0.0034621001686900854,0.544167697429657,-4.748546485908906e-05,2.2354423379056243e-07
96,0,0.0038444718811661005,0.5445903539657593,0.00283411642425839,2.4771645712462487e-07
97,0,0.0013516717590391636,0.4206637740135193,-0.0004201990957385016,8.539675633301158e-08
98,0,0.0009289677254855633,0.3373652696609497,4.4615674461654596e-05,5.522283075265477e-08
99,0,0.0008148137712851167,0.31679102778434753,-0.0001179916623399923,3.8780243016844906e-08
100,0,0.001010037725791335,0.3082590103149414,1.9431638239420066e-05,4.756399007987966e-08
101,0,0.0007419390603899956,0.3132142424583435,0.0001801410091199647,3.6528785329892344e-08
102,0,0.0007730239303782582,0.2879520058631897,-0.0002001095266083066,3.5489595262561124e-08
103,0,0.0006158742471598089,0.24126939475536346,0.0001666788320785833,2.315692526622115e-08
104,0,0.002516628708690405,0.46972692012786865,3.926512760914645e-05,2.5157394389907495e-08
105,1,0.00037542445352301,0.2458619773387909,0.0003029711784613722,1.8155565939537155e-08
106,1,0.0013549646828323603,0.4856121838092804,1.1154743449887885e-05,1.0417259943551471e-07
107,0,0.00024218355247285217,0.24037562310695648,-7.169226167776824e-05,8.780636662208963e-09
108,1,0.0016512282891198993,0.49041032791137695,7.65480245180221e-05,1.3964692868739803e-07
109,1,0.001404724782332778,0.4824063777923584,-3.983914579196976e-05,1.041151875824653e-07
110,1,0.0016014263965189457,0.3421037793159485,-0.00016251183068140244,1.1063109894848822e-07
111,1,0.0015054545365273952,0.4477216899394989,0.00020304146357902385,1.0830655128302169e-07
112,1,0.001020228723064065,0.3521227240562439,-0.0001229457629264351,5.666202085308214e-08
113,1,0.004131775349378586,0.3736690580844879,0.0001812075605772819,2.718230689424672e-07
114,2,0.02225152961909771,0.7286925315856934,-0.006090005817749315,7.59335918587567e-08
115,2,0.034447021782398224,1.3300747871398926,0.0019093157204221503,3.103195638232137e-07
116,0,0.018684322014451027,0.7149975299835205,-0.00317078262125472,3.478949395230302e-08
117,2,0.04074219614267349,1.2875103950500488,0.0005670299232974977,6.661541647190461e-07
118,2,0.040736813098192215,1.3588513135910034,0.0028061396031715817,3.98192696593469e-07
119,2,0.046380456537008286,1.2604334354400635,-0.010931719250857435,3.7888085557824525e-07
120,2,0.035346098244190216,1.2027337551116943,0.008200552519983374,3.060669087062706e-07
121,2,0.026113854721188545,1.0844268798828125,-0.002462275786439834,2.5539114290040743e-07
122,0,0.03088384121656418,1.1472893953323364,0.00622416502279073,1.1297219089101418e-06
